,Disease,Symptom_1,Symptom_2,Symptom_3,Description,Precaution_1,Precaution_2,Precaution_3,Precaution_4
4228,Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4229,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4230,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4231,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4232,Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4233,Urinary tract infection,burning_micturition,foul_smell_of urine,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4234,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4235,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4236,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4237,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4238,Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4239,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4240,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4241,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4242,Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4243,Urinary tract infection,burning_micturition,foul_smell_of urine,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4244,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4245,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4246,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4247,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4248,Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4249,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4250,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
